"Time [ms]","CPU usage [%]","GC activity [%]","Size [B]","Used [B]"
"10:44:05.363, 29 Apr 2021","1,9","0,0","979 370 016","278 454 608"
"10:44:06.363, 29 Apr 2021","3,9","0,0","979 370 016","293 134 672"
"10:44:07.363, 29 Apr 2021","2,5","0,0","979 370 016","309 911 888"
"10:44:08.363, 29 Apr 2021","2,8","0,0","979 370 016","324 591 952"
"10:44:09.363, 29 Apr 2021","2,4","0,0","979 370 016","341 369 168"
"10:44:10.363, 29 Apr 2021","2,4","0,0","979 370 016","356 049 232"
"10:44:11.363, 29 Apr 2021","2,2","0,0","979 370 016","372 826 448"
"10:44:12.363, 29 Apr 2021","2,2","0,0","979 370 016","387 506 512"
"10:44:13.364, 29 Apr 2021","3,0","0,0","979 370 016","410 575 184"
"10:44:14.364, 29 Apr 2021","2,3","0,0","979 370 016","425 255 248"
"10:44:15.364, 29 Apr 2021","2,5","0,0","979 370 016","442 032 464"
"10:44:16.364, 29 Apr 2021","2,1","0,0","979 370 016","456 712 528"
"10:44:17.364, 29 Apr 2021","2,1","0,0","979 370 016","471 392 592"
"10:44:18.364, 29 Apr 2021","2,0","0,0","979 370 016","486 072 656"
"10:44:19.364, 29 Apr 2021","2,1","0,0","979 370 016","502 849 872"
"10:44:20.364, 29 Apr 2021","2,1","0,0","979 370 016","517 529 936"
"10:44:21.365, 29 Apr 2021","2,3","0,0","979 370 016","532 210 000"
"10:44:22.365, 29 Apr 2021","2,4","0,0","979 370 016","551 084 368"
"10:44:23.365, 29 Apr 2021","2,0","0,0","979 370 016","565 764 432"
"10:44:24.365, 29 Apr 2021","2,1","0,0","979 370 016","580 444 496"
"10:44:25.365, 29 Apr 2021","2,6","0,0","979 370 016","595 124 560"
"10:44:26.365, 29 Apr 2021","2,1","0,0","979 370 016","609 804 624"
"10:44:27.365, 29 Apr 2021","2,1","0,0","979 370 016","624 484 688"
"10:44:28.365, 29 Apr 2021","2,3","0,0","979 370 016","639 164 752"
"10:44:29.365, 29 Apr 2021","2,4","0,0","979 370 016","658 039 120"
"10:44:30.366, 29 Apr 2021","2,4","0,0","979 370 016","672 719 184"
"10:44:31.366, 29 Apr 2021","2,5","0,0","979 370 016","691 593 552"
"10:44:32.366, 29 Apr 2021","4,6","0,1","979 370 016","162 209 792"
"10:44:33.366, 29 Apr 2021","2,5","0,0","979 370 016","178 987 008"
"10:44:34.366, 29 Apr 2021","2,4","0,0","979 370 016","193 667 072"
"10:44:35.366, 29 Apr 2021","2,4","0,0","979 370 016","210 444 288"
"10:44:36.366, 29 Apr 2021","2,4","0,0","979 370 016","225 124 352"
"10:44:37.366, 29 Apr 2021","2,1","0,0","979 370 016","241 901 568"
"10:44:38.367, 29 Apr 2021","2,4","0,0","979 370 016","256 581 632"
"10:44:39.367, 29 Apr 2021","2,1","0,0","979 370 016","271 261 696"
"10:44:40.367, 29 Apr 2021","2,4","0,0","979 370 016","285 941 760"
"10:44:41.367, 29 Apr 2021","2,0","0,0","979 370 016","300 621 824"
"10:44:42.367, 29 Apr 2021","2,2","0,0","979 370 016","315 301 888"
"10:44:43.367, 29 Apr 2021","2,0","0,0","979 370 016","327 884 800"
"10:44:44.367, 29 Apr 2021","2,3","0,0","979 370 016","344 662 016"
"10:44:45.367, 29 Apr 2021","2,2","0,0","979 370 016","361 439 232"
"10:44:46.368, 29 Apr 2021","2,0","0,0","979 370 016","376 119 296"
"10:44:47.368, 29 Apr 2021","2,3","0,0","979 370 016","390 799 360"
"10:44:48.368, 29 Apr 2021","2,3","0,0","979 370 016","405 479 424"
"10:44:49.368, 29 Apr 2021","2,0","0,0","979 370 016","420 159 488"
"10:44:50.368, 29 Apr 2021","2,1","0,0","979 370 016","432 742 400"
"10:44:51.368, 29 Apr 2021","2,4","0,0","979 370 016","449 519 616"
"10:44:52.368, 29 Apr 2021","2,4","0,0","979 370 016","464 199 680"
"10:44:53.369, 29 Apr 2021","4,8","0,0","979 370 016","485 171 200"
"10:44:54.369, 29 Apr 2021","2,3","0,0","979 370 016","501 948 416"
"10:44:55.369, 29 Apr 2021","2,7","0,0","979 370 016","520 822 784"
"10:44:56.369, 29 Apr 2021","1,4","0,0","979 370 016","531 308 544"
"10:44:57.369, 29 Apr 2021","1,5","0,0","979 370 016","541 794 304"
"10:44:58.369, 29 Apr 2021","1,9","0,0","979 370 016","554 377 216"
"10:44:59.369, 29 Apr 2021","3,4","0,0","979 370 016","569 057 280"
"10:45:00.369, 29 Apr 2021","3,4","0,0","979 370 016","585 834 496"
"10:45:01.370, 29 Apr 2021","2,3","0,0","979 370 016","600 514 560"
"10:45:02.370, 29 Apr 2021","2,4","0,0","979 370 016","615 194 624"
"10:45:03.370, 29 Apr 2021","2,2","0,0","979 370 016","629 874 688"
"10:45:04.370, 29 Apr 2021","3,3","0,0","979 370 016","646 651 904"
"10:45:05.370, 29 Apr 2021","2,4","0,0","979 370 016","663 429 120"
"10:45:06.370, 29 Apr 2021","2,1","0,0","979 370 016","680 206 336"
"10:45:07.370, 29 Apr 2021","2,0","0,0","979 370 016","696 983 552"
"10:45:08.370, 29 Apr 2021","1,9","0,0","979 370 016","709 566 464"
"10:45:09.371, 29 Apr 2021","4,8","0,1","979 370 016","168 501 248"
"10:45:10.371, 29 Apr 2021","2,0","0,0","979 370 016","181 084 160"
"10:45:11.371, 29 Apr 2021","2,3","0,0","979 370 016","197 861 376"
"10:45:12.371, 29 Apr 2021","2,2","0,0","979 370 016","214 638 592"
"10:45:13.371, 29 Apr 2021","2,0","0,0","979 370 016","229 318 656"
"10:45:14.371, 29 Apr 2021","2,0","0,0","979 370 016","243 998 720"
"10:45:15.371, 29 Apr 2021","2,2","0,0","979 370 016","260 775 936"
"10:45:16.371, 29 Apr 2021","2,2","0,0","979 370 016","277 553 152"
"10:45:17.372, 29 Apr 2021","3,4","0,0","979 370 016","298 524 672"
"10:45:18.372, 29 Apr 2021","2,2","0,0","979 370 016","313 204 736"
"10:45:19.372, 29 Apr 2021","2,6","0,0","979 370 016","329 981 952"
"10:45:20.372, 29 Apr 2021","2,3","0,0","979 370 016","346 759 168"
