Date,Size [B],Used [B]
2021-04-30T10:59:03.319015,122162392,716698408
2021-04-30T10:59:05.819206,455403576,383457224
2021-04-30T10:59:08.319397,430163472,408697328
2021-04-30T10:59:10.819588,400879672,437981128
2021-04-30T10:59:13.319781,375680136,463180664
2021-04-30T10:59:15.819970,348401968,490458832
2021-04-30T10:59:18.320160,322202360,516658440
2021-04-30T10:59:20.820352,251951672,586909128
2021-04-30T10:59:23.320544,226761544,612099256
2021-04-30T10:59:25.820734,199506192,639354608
2021-04-30T10:59:28.320929,172215104,666645696
2021-04-30T10:59:30.821116,147028720,691832080
2021-04-30T10:59:33.321313,120758328,718102472
2021-04-30T10:59:35.821520,453755856,385104944
2021-04-30T10:59:38.321721,426466528,412394272
2021-04-30T10:59:40.821905,399207920,439652880
2021-04-30T10:59:43.322096,372974776,465886024
2021-04-30T10:59:45.822284,300241992,538618808
2021-04-30T10:59:48.322473,273362504,565498296
2021-04-30T10:59:50.822658,245019664,593841136
2021-04-30T10:59:53.322847,218856640,620004160
2021-04-30T10:59:55.823038,193618464,645242336
2021-04-30T10:59:58.323236,166375560,672485240
2021-04-30T11:00:00.823431,139188992,699671808
2021-04-30T11:00:03.323621,114000536,724860264
2021-04-30T11:00:05.823808,449985648,388875152
2021-04-30T11:00:08.323995,424757816,414102984
2021-04-30T11:00:10.824190,399623312,439237488
2021-04-30T11:00:13.324380,327359104,511501696
2021-04-30T11:00:15.824563,300083144,538777656
2021-04-30T11:00:18.324756,272884600,565976200
2021-04-30T11:00:20.824951,247664992,591195808
2021-04-30T11:00:23.325136,220377704,618483096
2021-04-30T11:00:25.825320,195128896,643731904
2021-04-30T11:00:28.325503,166883968,671976832
2021-04-30T11:00:30.825690,141707704,697153096
2021-04-30T11:00:33.325876,114359360,724501440
2021-04-30T11:00:35.826060,454442248,384418552
2021-04-30T11:00:38.326243,427217272,411643528
2021-04-30T11:00:40.826430,363196448,475664352
2021-04-30T11:00:43.326619,335909672,502951128
2021-04-30T11:00:45.826814,309760424,529100376
2021-04-30T11:00:48.326995,284575624,554285176
2021-04-30T11:00:50.827189,256225856,582634944
2021-04-30T11:00:53.327384,230088680,608772120
2021-04-30T11:00:55.827565,202758208,636102592
2021-04-30T11:00:58.327751,175580160,663280640
2021-04-30T11:01:00.827972,150375584,688485216
2021-04-30T11:01:03.328239,124124248,714736552
2021-04-30T11:01:05.828510,458495392,380365408
2021-04-30T11:01:08.328683,384051720,454809080
2021-04-30T11:01:10.828858,356710064,482150736
2021-04-30T11:01:13.329038,331564264,507296536
2021-04-30T11:01:15.829215,306326848,532533952
2021-04-30T11:01:18.329391,279220128,559640672
2021-04-30T11:01:20.829566,254031176,584829624
2021-04-30T11:01:23.329745,226731088,612129712
2021-04-30T11:01:25.829923,199484952,639375848
2021-04-30T11:01:28.330082,173217200,665643600
2021-04-30T11:01:30.830219,145946216,692914584
2021-04-30T11:01:33.330377,120757264,718103536
2021-04-30T11:01:35.830557,391812672,447048128
2021-04-30T11:01:38.330748,366640056,472220744
2021-04-30T11:01:40.830931,339257688,499603112
2021-04-30T11:01:43.331115,312122944,526737856
2021-04-30T11:01:45.831295,284801368,554059432
2021-04-30T11:01:48.331472,259635832,579224968
2021-04-30T11:01:50.831650,231386632,607474168
2021-04-30T11:01:53.331832,207201880,631658920
2021-04-30T11:01:55.832002,182020176,656840624
2021-04-30T11:01:58.332157,152730568,686130232
2021-04-30T11:02:00.832309,126462496,712398304
2021-04-30T11:02:03.332476,431621008,407239792
2021-04-30T11:02:05.832656,405359920,433500880
2021-04-30T11:02:08.332831,381227600,457633200
2021-04-30T11:02:10.833004,351928704,486932096
2021-04-30T11:02:13.333178,326757712,512103088
2021-04-30T11:02:15.833350,301514872,537345928
2021-04-30T11:02:18.333524,272202928,566657872
