"Time [ms]","CPU usage [%]","GC activity [%]","Size [B]","Used [B]"
"13:48:18.008, 29 Apr 2021","12,7","0,0","1 933 574 176","1 170 671 096"
"13:48:19.008, 29 Apr 2021","12,2","0,0","1 933 574 176","1 214 711 288"
"13:48:20.008, 29 Apr 2021","12,3","0,0","1 933 574 176","1 258 751 480"
"13:48:21.009, 29 Apr 2021","12,1","0,0","1 933 574 176","1 302 791 672"
"13:48:22.009, 29 Apr 2021","10,4","0,0","1 933 574 176","1 346 831 864"
"13:48:23.009, 29 Apr 2021","12,3","0,0","1 933 574 176","1 395 066 360"
"13:48:24.009, 29 Apr 2021","12,2","0,0","1 933 574 176","1 439 106 552"
"13:48:25.009, 29 Apr 2021","12,6","0,1","1 933 574 176","349 782 208"
"13:48:26.009, 29 Apr 2021","10,9","0,0","1 933 574 176","395 919 552"
"13:48:27.009, 29 Apr 2021","10,3","0,0","1 933 574 176","439 959 744"
"13:48:28.009, 29 Apr 2021","11,0","0,0","1 933 574 176","488 194 240"
"13:48:29.010, 29 Apr 2021","11,0","0,0","1 933 574 176","536 428 736"
"13:48:30.010, 29 Apr 2021","11,4","0,0","1 933 574 176","586 760 384"
"13:48:31.010, 29 Apr 2021","13,4","0,0","1 933 574 176","655 966 400"
"13:48:32.010, 29 Apr 2021","10,8","0,0","1 933 574 176","706 298 048"
"13:48:33.010, 29 Apr 2021","10,8","0,0","1 933 574 176","754 532 544"
"13:48:34.010, 29 Apr 2021","10,3","0,0","1 933 574 176","802 767 040"
"13:48:35.010, 29 Apr 2021","10,3","0,0","1 933 574 176","851 001 536"
"13:48:36.011, 29 Apr 2021","10,3","0,0","1 933 574 176","899 236 032"
"13:48:37.011, 29 Apr 2021","10,8","0,0","1 933 574 176","947 470 528"
"13:48:38.011, 29 Apr 2021","9,1","0,0","1 933 574 176","993 607 872"
"13:48:39.011, 29 Apr 2021","7,9","0,0","1 933 574 176","1 037 648 064"
"13:48:40.011, 29 Apr 2021","7,4","0,0","1 933 574 176","1 081 688 256"
"13:48:41.011, 29 Apr 2021","8,5","0,0","1 933 574 176","1 129 922 752"
"13:48:42.011, 29 Apr 2021","9,2","0,0","1 933 574 176","1 178 157 248"
"13:48:43.011, 29 Apr 2021","9,5","0,0","1 933 574 176","1 222 197 440"
"13:48:44.012, 29 Apr 2021","8,9","0,0","1 933 574 176","1 266 237 632"
"13:48:45.012, 29 Apr 2021","8,9","0,0","1 933 574 176","1 312 374 976"
"13:48:46.012, 29 Apr 2021","9,3","0,0","1 933 574 176","1 358 512 320"
"13:48:47.012, 29 Apr 2021","8,6","0,0","1 933 574 176","1 404 649 664"
"13:48:48.012, 29 Apr 2021","7,5","0,0","1 933 574 176","1 450 787 008"
"13:48:49.012, 29 Apr 2021","10,6","0,2","1 933 574 176","358 219 424"
"13:48:50.012, 29 Apr 2021","8,2","0,0","1 933 574 176","404 356 768"
"13:48:51.012, 29 Apr 2021","8,2","0,0","1 933 574 176","450 494 112"
"13:48:52.012, 29 Apr 2021","8,6","0,0","1 933 574 176","496 631 456"
"13:48:53.013, 29 Apr 2021","8,3","0,0","1 933 574 176","540 671 648"
"13:48:54.013, 29 Apr 2021","8,3","0,0","1 933 574 176","586 808 992"
"13:48:55.013, 29 Apr 2021","9,1","0,0","1 933 574 176","632 946 336"
"13:48:56.013, 29 Apr 2021","8,3","0,0","1 933 574 176","679 083 680"
"13:48:57.013, 29 Apr 2021","7,9","0,0","1 933 574 176","725 221 024"
"13:48:58.013, 29 Apr 2021","8,3","0,0","1 933 574 176","771 358 368"
"13:48:59.014, 29 Apr 2021","10,6","0,0","1 933 574 176","823 787 168"
"13:49:00.014, 29 Apr 2021","8,4","0,0","1 933 574 176","869 924 512"
"13:49:01.014, 29 Apr 2021","9,1","0,0","1 933 574 176","911 867 552"
"13:49:02.014, 29 Apr 2021","8,4","0,0","1 933 574 176","958 004 896"
"13:49:03.014, 29 Apr 2021","8,8","0,0","1 933 574 176","1 006 239 392"
"13:49:04.014, 29 Apr 2021","7,8","0,0","1 933 574 176","1 050 279 584"
"13:49:05.014, 29 Apr 2021","8,2","0,0","1 933 574 176","1 098 514 080"
"13:49:06.014, 29 Apr 2021","8,8","0,0","1 933 574 176","1 140 457 120"
"13:49:07.015, 29 Apr 2021","7,9","0,0","1 933 574 176","1 186 594 464"
"13:49:08.015, 29 Apr 2021","7,2","0,0","1 933 574 176","1 232 731 808"
"13:49:09.015, 29 Apr 2021","8,3","0,0","1 933 574 176","1 278 869 152"
"13:49:10.015, 29 Apr 2021","7,0","0,0","1 933 574 176","1 322 909 344"
"13:49:11.015, 29 Apr 2021","7,7","0,0","1 933 574 176","1 366 949 536"
"13:49:12.015, 29 Apr 2021","7,9","0,0","1 933 574 176","1 408 892 576"
"13:49:13.016, 29 Apr 2021","7,7","0,0","1 933 574 176","1 455 029 920"
"13:49:14.016, 29 Apr 2021","9,4","0,2","1 933 574 176","361 539 664"
"13:49:15.016, 29 Apr 2021","6,8","0,0","1 933 574 176","409 774 160"
"13:49:16.016, 29 Apr 2021","7,7","0,0","1 933 574 176","451 717 200"
"13:49:17.016, 29 Apr 2021","10,7","0,0","1 933 574 176","502 048 848"
"13:49:18.016, 29 Apr 2021","5,7","0,0","1 933 574 176","550 283 344"
"13:49:19.016, 29 Apr 2021","10,5","0,0","1 933 574 176","598 517 840"
"13:49:20.016, 29 Apr 2021","7,8","0,0","1 933 574 176","642 558 032"
"13:49:21.017, 29 Apr 2021","7,0","0,0","1 933 574 176","690 792 528"
"13:49:22.017, 29 Apr 2021","6,4","0,0","1 933 574 176","732 735 568"
"13:49:23.017, 29 Apr 2021","7,1","0,0","1 933 574 176","780 970 064"
"13:49:24.017, 29 Apr 2021","6,8","0,0","1 933 574 176","825 010 256"
"13:49:25.017, 29 Apr 2021","6,9","0,0","1 933 574 176","875 341 904"
"13:49:26.017, 29 Apr 2021","7,9","0,0","1 933 574 176","921 479 248"
"13:49:27.017, 29 Apr 2021","7,5","0,0","1 933 574 176","971 810 896"
"13:49:28.018, 29 Apr 2021","7,4","0,0","1 933 574 176","1 022 142 544"
"13:49:29.018, 29 Apr 2021","7,2","0,0","1 933 574 176","1 068 279 888"
"13:49:30.018, 29 Apr 2021","6,9","0,0","1 933 574 176","1 122 805 840"
"13:49:31.018, 29 Apr 2021","7,0","0,0","1 933 574 176","1 171 040 336"
"13:49:32.018, 29 Apr 2021","6,9","0,0","1 933 574 176","1 221 371 984"
"13:49:33.018, 29 Apr 2021","6,4","0,0","1 933 574 176","1 271 703 632"
"13:49:34.018, 29 Apr 2021","6,7","0,0","1 933 574 176","1 317 840 976"
"13:49:35.018, 29 Apr 2021","6,9","0,0","1 933 574 176","1 366 075 472"
"13:49:36.019, 29 Apr 2021","7,1","0,0","1 933 574 176","1 420 601 424"
"13:49:37.019, 29 Apr 2021","6,7","0,0","1 933 574 176","1 464 641 616"
"13:49:38.019, 29 Apr 2021","7,3","0,1","1 933 574 176","376 273 168"
"13:49:39.019, 29 Apr 2021","5,8","0,0","1 933 574 176","424 507 664"
"13:49:40.019, 29 Apr 2021","5,6","0,0","1 933 574 176","470 645 008"
